epoch,loss,val_loss
0,0.007365114289821427,0.0030364402919076383
1,0.004974872947395536,0.0030364402919076383
2,0.004974872947395536,0.0030364402919076383
0,0.0073419529664962785,0.0030364402919076383
1,0.004974872947395536,0.0030364402919076383
2,0.004974872947395536,0.0030364402919076383
3,0.004974872947395536,0.0030364402919076383
4,0.004974872947395536,0.0030364402919076383
5,0.004974872947395536,0.0030364402919076383
6,0.004974872947395536,0.0030364402919076383
7,0.004974872947395536,0.0030364402919076383
8,0.004974872947395536,0.0030364402919076383
9,0.004974872947395536,0.0030364402919076383
0,0.029024578214693973,0.00420392444357276
1,0.004915072776157103,0.00420392444357276
2,0.004915072776157103,0.00420392444357276
3,0.004915072776157103,0.00420392444357276
4,0.004915072776157103,0.00420392444357276
5,0.004915072776157103,0.00420392444357276
6,0.004915072776157103,0.00420392444357276
7,0.004915072776157103,0.00420392444357276
8,0.004915072776157103,0.00420392444357276
9,0.004915072776157103,0.00420392444357276
0,0.017922729672043457,0.0005277596064843237
1,0.0052302811237570895,0.0005277596064843237
2,0.0052302811237570895,0.0005277596064843237
3,0.0052302811237570895,0.0005277596064843237
4,0.0052302811237570895,0.0005277596064843237
5,0.0052302811237570895,0.0005277596064843237
6,0.0052302811237570895,0.0005277596064843237
7,0.0052302811237570895,0.0005277596064843237
8,0.0052302811237570895,0.0005277596064843237
9,0.0052302811237570895,0.0005277596064843237
0,0.017980460691866634,0.0005277596064843237
1,0.0052302811237570895,0.0005277596064843237
2,0.0052302811237570895,0.0005277596064843237
3,0.0052302811237570895,0.0005277596064843237
4,0.0052302811237570895,0.0005277596064843237
5,0.0052302811237570895,0.0005277596064843237
6,0.0052302811237570895,0.0005277596064843237
7,0.0052302811237570895,0.0005277596064843237
8,0.0052302811237570895,0.0005277596064843237
9,0.0052302811237570895,0.0005277596064843237
0,0.00558070003553613,0.0012033221954693709
0,0.005607420763675977,0.0012033221954693709
0,0.10973173676492418,0.011588897870247623
0,0.00851865487438369,0.0007231756617613883
1,0.004565761392419616,0.000736789954029577
2,0.004537994364795526,0.0007094434629783187
0,0.013148771094704633,0.0007174603241010784
1,0.004720749691173509,0.0006255146762691211
2,0.0046648616076983744,0.0006422593467882175
0,0.015173509072705826,0.0008524848590906647
1,0.0047381568899083955,0.0006520701421677808
2,0.004535442917025042,0.0007003372056826221
